,custid,age,sex,marital,area,education,amt_nike,amt_hnm,amt_strbk,amt_dgt,amt_book,amt_htl,amt_prmmsneakers,cnt_pstyr,amt_pstyr,cnt_login,amt_nxtyr,cnt_nxtyr
293,294,27,F,single,SEOL,university,0,0,12500,0,0,0,83200,2,226920.0,15,456511,7
294,295,27,F,single,SEOL,college,25400,0,26100,0,0,0,0,4,210594.0,15,276220,2
295,296,27,F,single,SEOL,university,23000,24200,19800,0,0,0,0,5,181900.0,13,142408,3
296,297,27,F,single,SEOL,university,24800,0,22000,0,33000,0,0,3,256836.0,20,598350,5
297,298,28,F,single,SEOL,university,0,0,0,0,0,0,0,2,223144.0,12,321495,10
298,299,27,F,single,SEOL,university,0,0,16400,0,0,0,0,3,197232.0,11,98680,11
299,300,27,F,single,SEOL,university,23000,0,21200,0,0,0,128000,4,217924.0,19,360169,8
300,301,28,F,single,SEOL,university,21900,0,11600,0,0,0,86800,3,230586.0,12,354317,18
301,302,27,F,single,SEOL,university,22600,0,26100,0,24000,111800,0,3,194765.0,22,266313,2
302,303,27,F,single,SEOL,phd,0,0,47300,0,0,0,0,3,219063.0,20,415123,10
303,304,27,F,single,SEOL,university,0,0,23800,0,0,0,101400,2,196051.0,15,258687,13
304,305,28,F,single,SEOL,university,23300,35500,0,0,0,0,0,4,201204.0,15,267338,13
305,306,28,F,single,SEOL,university,21800,0,20600,0,0,0,104700,3,229023.0,12,401053,11
306,307,27,F,single,SEOL,university,22600,0,23600,0,0,0,0,10,216343.0,19,187669,13
307,308,27,F,single,SEOL,university,0,0,24600,0,0,0,0,2,239325.0,10,450699,20
308,309,27,F,single,SEOL,college,0,0,33000,0,0,0,0,3,232143.0,14,245463,20
309,310,27,F,single,SEOL,university,24300,0,23200,0,30000,0,0,4,252054.0,21,348613,8
310,311,28,F,single,SEOL,university,23000,0,15800,0,0,95300,0,3,204319.0,20,344164,10
311,312,27,F,single,SEOL,university,23000,0,0,0,0,0,0,2,197048.0,12,96585,5
312,313,28,F,single,SEOL,master,0,0,28900,0,0,0,0,2,244118.0,9,442100,7
313,314,27,F,single,SEOL,university,0,39200,25400,0,0,0,0,10,218301.0,18,246479,4
314,315,27,F,single,SEOL,university,23900,0,28900,0,0,121900,0,4,235056.0,16,640663,10
315,316,28,F,single,SEOL,university,23000,0,27900,0,0,133600,0,2,188543.0,14,35638,8
316,317,27,F,single,SEOL,university,23000,0,18200,0,29000,0,0,4,218507.0,14,91408,3
317,318,27,F,single,SEOL,university,0,0,26800,0,0,0,0,3,249321.0,14,96896,11
318,319,27,F,single,SEOL,university,0,0,0,0,26000,0,66500,2,236651.0,18,224207,7
319,320,27,F,single,SEOL,university,31700,0,24100,0,0,0,68900,4,241377.0,13,484161,5
320,321,27,F,single,SEOL,university,40800,0,19800,0,0,0,0,10,200899.0,18,189369,11
321,322,27,F,single,SEOL,university,23600,0,20700,0,35000,0,0,3,263038.0,11,392093,19
322,323,27,F,single,SEOL,university,0,42500,27500,0,24000,0,0,3,215906.0,8,311867,19
323,324,28,F,single,SEOL,university,0,0,27900,0,0,0,0,3,229574.0,19,353695,12
324,325,27,F,single,SEOL,university,25900,0,23800,0,29000,0,0,4,227610.0,10,74288,9
325,326,27,F,single,SEOL,university,23000,0,0,0,0,0,69800,2,250266.0,15,126799,8
326,327,27,F,single,SEOL,college,20800,0,20800,0,0,0,88600,3,202175.0,15,481381,8
327,328,27,F,single,SEOL,college,0,0,14600,0,0,0,0,3,187428.0,13,220100,26
328,329,27,F,single,SEOL,university,0,0,22900,0,18000,0,0,3,220634.0,15,114095,10
329,330,27,F,single,SEOL,university,28300,0,32200,0,0,0,0,4,268526.0,22,361254,6
330,331,28,F,single,SEOL,university,20900,0,24900,0,0,0,92000,3,230042.0,17,265181,10
331,332,27,F,single,SEOL,college,23900,29400,34400,0,0,0,0,4,263424.0,19,193077,10
332,333,27,F,single,SEOL,university,0,0,0,0,0,0,0,2,215352.0,16,292242,7
333,334,27,F,married,SEOL,master,0,0,24200,0,22000,0,0,3,202595.0,19,359135,3
334,335,28,F,single,SEOL,university,23000,0,19600,0,27000,103300,0,10,244500.0,16,157558,9
335,336,27,F,single,SEOL,university,31900,0,20600,0,0,0,0,4,224755.0,16,467140,8
336,337,27,F,single,SEOL,university,35700,0,14000,0,0,0,0,4,226359.0,17,447927,7
337,338,27,F,single,SEOL,college,0,0,18400,0,0,0,0,2,222099.0,14,179869,7
338,339,27,F,single,SEOL,university,0,0,27200,0,0,0,0,2,226205.0,14,290452,5
339,340,28,F,single,SEOL,university,26300,0,0,0,0,0,0,3,233532.0,11,413727,13
340,341,27,F,single,SEOL,university,20100,30500,25200,0,30000,319100,0,12,260285.0,17,465445,11
341,342,28,F,single,SEOL,university,24200,0,24300,0,0,0,0,4,250181.0,21,366881,10
342,343,27,F,single,SEOL,college,0,0,21100,0,0,104900,0,2,203540.0,15,280045,21
343,344,28,F,single,SEOL,college,0,0,15400,0,0,0,66200,2,239972.0,12,96105,10
344,345,27,F,single,SEOL,university,23000,0,15900,0,0,0,0,3,196795.0,15,265265,7
345,346,27,F,single,SEOL,university,24900,0,29100,0,34000,0,74000,4,282949.0,9,294085,8
346,347,27,F,single,SEOL,university,23000,0,0,0,0,0,0,3,234743.0,20,443107,8
347,348,28,F,divorced,SEOL,university,0,0,37700,0,0,0,0,3,234819.0,13,299726,8
348,349,27,F,single,SEOL,university,0,0,28900,0,0,0,0,3,213018.0,13,383293,8
349,350,28,F,single,SEOL,university,23000,23500,19400,0,0,0,0,4,214072.0,15,399007,11
350,351,27,F,single,SEOL,university,25000,0,25400,0,17000,0,0,4,215279.0,25,199537,10
351,352,28,F,single,SEOL,university,25500,0,21500,0,0,0,0,3,252792.0,7,113795,11
352,353,27,F,single,SEOL,university,0,0,12500,0,0,198500,64100,2,202736.0,17,310904,3
353,354,27,F,single,SEOL,university,0,0,0,0,0,115900,0,2,244442.0,17,194467,8
354,355,27,F,single,SEOL,master,25100,0,24900,0,0,0,0,4,198149.0,9,361171,11
355,356,27,F,single,SEOL,university,36300,0,20300,0,36000,118700,67200,13,284681.0,17,617281,10
356,357,28,F,single,SEOL,master,27700,0,40400,0,0,0,0,4,239743.0,9,500187,3
357,358,27,F,single,SEOL,university,0,0,15300,0,0,0,0,3,211492.0,14,459210,5
358,359,27,F,single,SEOL,university,0,26700,35800,0,26000,0,70200,4,251480.0,12,288687,8
359,360,27,F,single,SEOL,college,23000,0,20000,0,0,0,0,3,209465.0,17,428114,5
360,361,27,F,single,SEOL,university,20000,0,0,0,0,0,0,3,214100.0,9,30716,8
361,362,27,F,single,SEOL,university,23000,0,35000,0,0,0,0,3,258367.0,12,303275,19
362,363,27,F,single,SEOL,university,0,0,14100,0,0,0,0,3,192279.0,16,246421,11
363,364,27,F,single,SEOL,university,0,0,19200,0,0,0,0,3,234095.0,17,285296,26
364,365,27,F,single,SEOL,university,23000,0,28300,0,22000,0,0,4,224032.0,16,68995,13
365,366,27,F,single,SEOL,university,24000,0,39000,0,0,204000,0,4,259869.0,9,251703,11
366,367,27,F,single,SEOL,university,23000,0,13700,0,24000,0,0,3,209697.0,17,201414,7
367,368,28,F,single,SEOL,university,0,31800,0,0,0,0,0,3,224268.0,14,69378,10
368,369,27,F,single,SEOL,university,0,0,32800,0,0,0,0,3,222769.0,15,503751,9
369,370,27,F,single,SEOL,university,21800,0,25600,0,0,0,141000,5,216871.0,14,599936,4
370,371,28,F,single,SEOL,university,23000,0,34000,0,0,0,0,4,235156.0,7,466442,10
371,372,27,F,single,SEOL,university,23000,0,16100,0,0,0,0,3,202508.0,17,416657,10
372,373,27,F,single,SEOL,university,0,0,32200,0,0,0,0,2,246848.0,9,194343,7
373,374,27,F,single,SEOL,university,0,0,40900,0,0,0,0,3,233714.0,15,465301,13
374,375,27,F,single,SEOL,university,20000,0,0,0,0,0,116500,3,176543.0,20,138839,13
375,376,28,F,single,SEOL,college,23600,0,27200,0,0,0,0,4,191674.0,18,195123,14
376,377,27,F,single,SEOL,university,23000,34300,12500,0,0,0,0,10,215837.0,16,363014,10
377,378,27,F,single,SEOL,university,0,0,20300,0,0,99400,72700,2,218037.0,16,75728,7
378,379,27,F,single,SEOL,college,0,0,20900,0,0,0,0,2,206002.0,15,390506,5
379,380,27,F,single,SEOL,college,23000,0,30900,0,0,99300,0,3,226621.0,17,287224,26
380,381,27,F,single,SEOL,university,23000,0,16700,0,0,0,0,3,200060.0,11,171584,20
381,382,27,F,single,SEOL,college,23000,0,0,0,0,0,0,2,249197.0,17,347398,14
382,383,28,F,single,SEOL,college,0,0,29200,0,25000,0,0,3,236378.0,15,334453,7
383,384,27,F,single,SEOL,university,0,0,28600,0,0,102000,0,4,228867.0,13,325262,8
384,385,28,F,single,SEOL,university,27000,0,28000,0,0,142900,0,4,233291.0,13,403388,10
385,386,27,F,single,SEOL,university,20200,36500,18600,0,16000,0,0,4,213356.0,11,72692,8
386,387,27,F,single,SEOL,university,23000,0,17900,0,0,0,144800,3,185887.0,15,0,0
387,388,28,F,single,SEOL,university,0,0,31300,0,0,0,0,2,200613.0,18,239844,14
388,389,27,F,single,SEOL,university,0,0,0,0,0,0,0,1,215241.0,10,122802,5
389,390,28,F,single,SEOL,university,28900,0,31400,0,0,153700,117800,4,246551.0,13,415009,13
390,391,27,F,single,SEOL,university,24400,0,25100,0,27000,0,69700,5,249687.0,13,319806,7
391,392,28,F,single,SEOL,university,27700,0,22900,0,0,0,0,3,246874.0,17,421800,16
392,393,27,F,single,SEOL,university,0,0,17800,0,0,0,72400,2,176790.0,14,313941,8
393,394,28,F,single,SEOL,university,0,0,14200,0,0,0,0,2,217888.0,13,213658,11
394,395,28,F,single,SEOL,university,23000,28600,13800,0,0,0,0,4,174949.0,18,155579,11
395,396,27,F,single,SEOL,university,23000,0,0,0,0,0,0,3,233454.0,15,258427,9
396,397,27,F,single,SEOL,university,23000,0,12200,0,0,0,73600,4,215346.0,14,400448,10
397,398,27,F,single,SEOL,master,0,0,27700,0,0,0,0,3,228462.0,22,398249,10
398,399,27,F,single,SEOL,university,0,0,23600,0,27000,0,0,2,261895.0,14,693382,10
399,400,27,F,single,SEOL,university,23600,0,22300,0,0,0,0,3,243879.0,15,315427,8
400,401,28,F,single,SEOL,university,23100,0,20100,0,37000,0,107000,3,301017.0,21,535656,8
401,402,27,F,single,SEOL,university,23000,0,18000,0,0,0,0,3,208817.0,13,154313,7
402,403,28,F,single,SEOL,university,0,0,0,0,28000,192800,0,2,232076.0,14,281739,7
403,404,27,F,single,SEOL,university,0,45600,19000,0,39000,116800,0,4,289100.0,17,228230,3
404,405,28,F,married,SEOL,university,23000,0,16500,0,0,0,0,4,221758.0,14,233004,10
405,406,27,F,married,SEOL,master,23000,0,21800,0,0,0,0,3,225907.0,16,443611,8
406,407,27,F,single,SEOL,university,21600,0,30700,0,0,0,0,4,247345.0,22,331099,8
407,408,27,F,single,SEOL,college,0,0,17600,0,0,0,0,3,212083.0,18,250716,8
408,409,27,F,single,SEOL,university,0,0,26600,0,0,0,0,2,211199.0,15,355935,10
409,410,27,F,single,SEOL,college,27300,0,0,0,0,0,137900,3,257866.0,14,179492,4
410,411,28,F,single,SEOL,university,41200,0,24100,0,28000,0,0,4,267173.0,12,271270,7
411,412,28,F,single,SEOL,college,20100,0,34200,0,0,0,0,4,223940.0,14,300997,13
412,413,28,F,single,SEOL,university,0,34000,16200,0,0,0,0,3,190948.0,12,191434,10
413,414,28,F,single,SEOL,university,0,0,28800,0,0,0,0,3,223052.0,20,326669,13
414,415,27,F,single,SEOL,university,36600,0,29900,0,0,0,90000,4,251638.0,20,290390,11
415,416,28,F,single,SEOL,university,23000,0,17100,0,0,0,0,3,220519.0,19,403015,11
416,417,28,F,single,SEOL,college,22500,0,0,0,0,0,0,3,285890.0,13,454516,2
417,418,27,F,single,SEOL,college,0,0,22200,0,23000,0,0,2,209307.0,12,55553,8
418,419,27,F,single,SEOL,college,0,0,17600,0,0,0,0,4,267129.0,11,293486,10
419,420,27,F,single,SEOL,university,22200,0,34600,0,0,0,0,3,239509.0,11,543756,8
420,421,27,F,single,SEOL,college,20900,0,21000,0,0,0,0,3,241043.0,16,203208,10
421,422,27,F,single,SEOL,university,25100,47100,28300,0,0,0,0,4,239078.0,12,248942,13
422,423,27,F,single,SEOL,university,0,0,30900,0,0,0,0,2,241120.0,12,357933,7
423,424,28,F,single,SEOL,university,0,0,0,0,0,0,0,1,230006.0,20,454119,5
424,425,27,F,single,SEOL,university,23000,0,21900,0,0,0,0,4,242118.0,20,171849,10
425,426,27,F,single,SEOL,university,22000,0,23200,0,0,103500,0,4,236297.0,11,528374,10
426,427,27,F,single,SEOL,college,23000,0,32800,0,0,0,101600,3,198669.0,16,318074,26
427,428,27,F,married,SEOL,university,0,0,20700,0,0,0,0,2,267423.0,11,0,0
428,429,28,F,single,SEOL,university,0,0,19600,0,0,0,0,3,225233.0,16,309422,7
429,430,27,F,single,SEOL,college,24600,0,24100,0,24000,0,0,4,234424.0,16,336130,3
430,431,28,F,single,SEOL,university,22100,30100,0,0,0,0,0,4,217771.0,10,355916,7
431,432,27,F,single,SEOL,university,25000,0,31800,0,0,135500,246000,4,228771.0,18,267274,11
432,433,27,F,single,SEOL,university,0,0,20900,0,0,102300,0,4,204210.0,16,310841,13
433,434,27,F,single,SEOL,university,0,0,22200,0,0,108800,0,2,243469.0,5,349338,7
434,435,28,F,single,SEOL,college,20500,0,28400,0,0,0,0,3,217729.0,18,380816,10
435,436,28,F,single,SEOL,university,25000,0,28000,0,0,0,0,3,255060.0,8,294511,21
436,437,27,F,single,SEOL,phd,23900,0,29900,0,0,0,0,4,245056.0,16,386005,10
437,438,27,F,married,SEOL,university,0,0,0,0,0,0,0,2,202291.0,16,127479,10
438,439,27,F,single,SEOL,college,0,0,30900,0,0,0,0,2,214235.0,18,275066,13
439,440,27,F,single,SEOL,university,23000,37900,17300,0,0,0,0,10,199738.0,17,216189,11
440,441,27,F,single,SEOL,college,21900,0,33900,0,33000,0,0,4,260042.0,13,412633,7
441,442,28,F,single,SEOL,university,23000,0,23000,0,0,141300,70300,4,203133.0,19,161965,11
442,443,27,F,single,SEOL,university,0,0,32200,0,0,107200,0,3,203417.0,13,485819,2
443,444,27,F,single,SEOL,university,0,0,23600,0,0,0,0,2,201813.0,16,146819,3
444,445,27,F,single,SEOL,university,25600,0,0,0,0,0,0,3,211105.0,11,232711,4
445,446,28,F,single,SEOL,college,23200,0,15800,0,0,0,77300,3,233169.0,16,51223,11
446,447,27,F,single,SEOL,college,25300,0,21000,0,35000,0,106300,10,253479.0,17,145423,11
447,448,27,F,single,SEOL,university,0,0,21100,0,0,0,0,3,183259.0,17,236635,8
448,449,28,F,single,SEOL,university,0,28300,10200,0,0,0,296100,3,174075.0,15,353628,10
449,450,28,F,single,SEOL,university,23000,0,20200,0,0,0,0,4,185002.0,17,48186,11
450,451,28,F,single,SEOL,college,26400,0,18900,0,0,0,0,4,229844.0,15,371699,13
451,452,28,F,single,SEOL,university,23000,0,0,0,0,0,0,2,213310.0,11,151004,5
452,453,27,F,single,SEOL,college,0,0,22700,0,0,0,0,3,219471.0,14,272702,10
453,454,27,F,single,SEOL,university,0,0,12500,0,0,0,260100,3,206911.0,23,269625,7
454,455,27,F,single,SEOL,university,29100,0,27600,0,26000,0,0,4,267774.0,10,262043,10
455,456,27,F,single,SEOL,university,27200,0,29000,0,0,0,76200,4,246854.0,16,622434,7
456,457,28,F,single,SEOL,university,24700,0,38000,0,0,0,0,4,224641.0,15,271058,13
457,458,28,F,single,SEOL,university,0,28000,32000,0,0,0,0,4,260015.0,16,379623,10
458,459,28,F,single,SEOL,university,0,0,0,0,0,0,0,1,212382.0,12,389169,11
459,460,27,F,single,SEOL,university,21300,0,25500,0,0,0,0,4,181087.0,15,284318,12
460,461,28,F,single,SEOL,university,29900,0,36700,0,38000,0,0,11,261344.0,17,313181,11
461,462,27,F,single,SEOL,university,20400,0,27800,0,0,0,0,3,198047.0,19,425814,8
462,463,28,F,single,SEOL,university,0,0,18700,0,0,0,96700,3,186454.0,3,150269,2
463,464,28,F,single,SEOL,university,0,0,17100,0,0,0,92200,3,208011.0,16,152692,4
464,465,27,F,single,SEOL,master,22700,0,36300,0,0,0,0,4,222798.0,10,477610,10
465,466,27,F,single,SEOL,university,23000,0,0,0,0,0,0,3,228831.0,14,402642,2
466,467,28,F,single,SEOL,university,22900,46700,27700,0,28000,0,0,11,250208.0,18,327030,8
467,468,27,F,single,SEOL,university,0,0,15200,0,0,0,0,4,205640.0,18,208452,7
468,469,28,F,single,SEOL,university,0,0,33800,0,0,0,0,3,232559.0,14,512400,10
469,470,28,F,single,SEOL,university,26600,0,29300,0,0,313700,84100,4,260120.0,13,266366,4
470,471,27,F,single,SEOL,university,20100,0,41000,0,0,0,0,3,219380.0,15,44726,10
471,472,27,F,single,SEOL,university,23000,0,16900,0,0,0,69600,4,220526.0,18,392657,8
472,473,27,F,single,SEOL,university,0,0,0,0,0,0,0,2,179135.0,4,294416,3
473,474,27,F,single,SEOL,university,0,0,37700,0,35000,0,0,2,266727.0,3,341768,4
474,475,27,F,single,SEOL,university,20200,0,17400,0,0,0,0,11,208746.0,24,322724,16
475,476,27,F,single,SEOL,university,23300,34100,19600,0,23000,0,0,5,208880.0,12,161045,10
476,477,27,F,single,SEOL,university,23000,0,23800,0,0,0,77500,4,217495.0,22,445828,11
477,478,27,F,single,SEOL,university,0,0,18700,0,0,0,0,3,228092.0,10,0,0
478,479,27,F,single,SEOL,university,0,0,13000,0,0,0,0,2,227382.0,15,384104,5
479,480,27,F,single,SEOL,college,23000,0,0,0,32000,0,0,2,250935.0,13,368805,7
480,481,27,F,single,SEOL,university,23000,0,21800,0,22000,0,106500,4,206825.0,22,249575,12
481,482,27,F,single,SEOL,university,23000,0,28100,0,0,0,68500,4,189468.0,14,202693,6
482,483,27,F,single,SEOL,college,0,0,23400,0,0,0,0,3,255869.0,17,378852,2
483,484,27,F,single,SEOL,university,0,0,35600,0,36000,0,0,3,258195.0,15,409036,8
484,485,28,F,single,SEOL,university,23000,31600,13300,0,0,154300,75100,5,184734.0,13,328087,14
485,486,27,F,single,SEOL,university,35200,0,30300,0,0,177700,72200,4,222263.0,7,354056,10
486,487,28,F,single,SEOL,college,21600,0,0,0,30000,0,0,2,247559.0,22,136508,5
487,488,28,F,single,SEOL,university,0,0,32100,0,0,0,0,2,221376.0,18,315280,25
488,489,28,F,single,SEOL,university,0,0,11400,0,0,0,0,3,200293.0,14,257732,8
489,490,27,F,single,SEOL,university,23000,0,20700,0,21000,0,0,4,213438.0,19,252702,7
490,491,27,F,single,SEOL,university,22000,0,23700,0,0,0,71200,3,216841.0,18,203255,8
491,492,27,F,single,SEOL,university,22400,0,27800,0,0,103500,0,4,209007.0,10,325383,11
492,493,28,F,single,SEOL,college,0,0,36100,0,0,0,68100,2,222911.0,19,224037,3
493,494,27,F,single,SEOL,college,0,37800,0,0,0,0,0,2,225757.0,21,219767,25
494,495,27,F,single,SEOL,university,23000,0,21000,0,0,0,0,4,189978.0,9,238345,8
495,496,27,F,single,SEOL,college,21400,0,22500,0,0,0,0,5,213157.0,14,260297,8
496,497,27,F,single,SEOL,university,23500,0,27000,0,0,0,0,4,211552.0,12,387239,9
497,498,27,F,single,SEOL,university,0,0,28500,0,0,0,0,2,244157.0,19,393117,13
498,499,28,F,single,SEOL,university,0,0,23900,0,0,0,70000,2,216956.0,18,435326,13
499,500,27,F,single,SEOL,university,21400,0,25200,0,0,0,0,4,231424.0,11,439743,10
500,501,26,F,single,SEOL,university,23000,0,0,0,0,0,86700,2,209735.0,15,428370,7
501,502,26,F,single,SEOL,university,24500,0,25200,0,0,0,0,3,302817.0,7,569309,10
502,503,26,F,single,SEOL,college,0,35500,33700,0,29000,0,0,4,270244.0,11,341299,4
503,504,26,F,single,SEOL,university,0,0,17800,0,0,0,97300,2,222174.0,9,457400,5
504,505,26,F,single,SEOL,university,28000,0,31700,0,0,0,0,4,224855.0,17,511465,13
505,506,26,F,single,SEOL,university,24200,0,23200,0,0,0,0,4,269835.0,18,282049,8
506,507,27,F,single,SEOL,university,36900,0,19500,0,0,0,0,4,207985.0,12,189621,10
507,508,26,F,single,SEOL,university,0,0,0,0,0,0,0,1,198546.0,12,307955,4
508,509,26,F,single,SEOL,college,0,0,25900,0,0,0,0,2,228417.0,15,148694,14
509,510,26,F,single,SEOL,university,23100,0,16000,0,34000,0,0,11,261192.0,20,147655,10
510,511,26,F,single,SEOL,university,23000,0,22900,0,30000,0,0,3,218314.0,13,274261,7
511,512,26,F,single,SEOL,university,23300,34400,25900,0,0,152200,0,4,237428.0,20,382316,4
512,513,26,F,single,SEOL,university,0,0,11400,0,0,0,0,1,169202.0,16,388833,8
513,514,26,F,single,SEOL,university,0,0,27200,0,0,0,0,3,242756.0,22,509209,11
514,515,26,F,single,SEOL,university,21100,0,0,0,0,0,0,3,209922.0,12,295815,11
515,516,26,F,single,SEOL,university,20800,0,22900,0,0,0,0,3,237484.0,13,330829,5
516,517,27,F,single,SEOL,university,29000,0,24900,0,0,0,75400,4,301375.0,13,454080,3
517,518,26,F,single,SEOL,university,0,0,37600,0,27000,95300,211000,2,232063.0,16,455768,10
518,519,26,F,single,SEOL,college,0,0,17700,0,0,0,0,3,184475.0,17,68610,16
519,520,26,F,single,SEOL,university,23000,0,23200,0,0,0,0,3,222133.0,8,388663,7
520,521,26,F,single,SEOL,university,23000,24200,25900,0,0,0,0,4,178958.0,16,511161,10
521,522,26,F,single,SEOL,university,29100,0,0,0,0,125500,0,2,236464.0,21,332182,11
522,523,26,F,single,SEOL,university,0,0,16700,0,0,0,0,2,177932.0,20,371071,11
523,524,26,F,single,SEOL,college,0,0,27100,0,33000,0,0,3,243573.0,17,359219,8
524,525,26,F,single,SEOL,university,25300,0,21700,0,0,0,0,4,212674.0,10,233195,13
525,526,26,F,single,SEOL,university,23000,0,18300,0,0,0,0,4,233120.0,6,351891,8
526,527,26,F,single,SEOL,university,23000,0,38100,0,34000,0,0,3,273635.0,19,561279,10
527,528,26,F,single,SEOL,university,0,0,19700,0,0,242100,85300,2,191289.0,19,215136,11
528,529,27,F,single,SEOL,university,0,0,0,0,32000,0,0,1,243139.0,16,216291,7
529,530,26,F,single,SEOL,university,22400,38600,34200,0,0,0,80900,5,216920.0,15,332701,11
530,531,27,F,single,SEOL,college,29300,0,41700,0,32000,0,0,13,283470.0,17,291266,13
531,532,26,F,single,SEOL,college,21000,0,20100,0,29000,0,0,3,207747.0,19,225534,5
532,533,27,F,single,SEOL,university,0,0,25200,0,0,0,0,2,216164.0,13,277322,13
533,534,26,F,single,SEOL,university,0,0,22200,0,39000,0,0,3,253846.0,16,353644,5
534,535,26,F,single,SEOL,university,23000,0,23300,0,19000,0,0,4,196186.0,9,59100,10
535,536,27,F,single,SEOL,college,21900,0,0,0,0,0,0,3,180568.0,18,184297,8
536,537,26,F,single,SEOL,master,21500,0,30200,0,0,0,0,3,232269.0,16,245217,13
537,538,26,F,single,SEOL,university,0,0,14700,0,0,0,0,4,218110.0,17,317137,10
538,539,26,F,single,SEOL,university,0,17300,31200,0,0,0,73800,3,157825.0,18,410371,8
539,540,26,F,single,SEOL,university,22600,0,34600,0,0,0,0,3,246921.0,21,523792,8
540,541,26,F,single,SEOL,university,23000,0,19200,0,0,167000,0,3,203782.0,17,276878,3
541,542,26,F,single,SEOL,university,27900,0,34200,0,0,0,0,4,247294.0,23,329313,10
542,543,26,F,single,SEOL,university,0,0,0,0,0,0,0,2,234884.0,19,267059,5
543,544,26,F,single,SEOL,university,0,0,17700,0,0,0,0,2,203235.0,14,226909,5
544,545,27,F,single,SEOL,university,23000,0,14900,0,0,0,0,5,185485.0,15,364944,10
545,546,26,F,single,SEOL,university,20100,0,21500,0,0,0,0,4,212088.0,11,221243,2
546,547,26,F,single,SEOL,college,22300,0,25500,0,0,0,0,3,256064.0,16,362803,3
547,548,26,F,single,SEOL,university,0,31800,14200,0,0,110500,0,3,205109.0,15,314499,3
548,549,26,F,single,SEOL,college,0,0,17400,0,0,0,0,3,197182.0,15,565616,4
549,550,27,F,single,SEOL,university,24900,0,0,0,24000,0,0,3,241598.0,16,141016,13
550,551,26,F,single,SEOL,university,20700,0,22700,0,0,0,0,4,204425.0,22,258763,6
